id_observacion,id_resultado,comentario
1,1,"Mejora:

los enlaces de navegacion se ven todos juntos, el formulario es un poco tosco, sobre todo cuando la respuesta es mas larga, las imagenes del carrusel tienen distinta altura y mueven el texto al cambiar, lo cual dificulta un poco la lectura

comentario: Buena palera de colores, agradable visualmente. Sin errores y la informacion esta bastante clara visualmente"
